id,subject,prompt,A,B,C,D,E,answer,prompt_ko,A_ko,B_ko,C_ko,D_ko,E_ko
367,us_history,The change in U.S. society in the period between 1820 and 1844 is best explained by which of the following statements?,The United States changed from a society of peasants to an aristocracy. ,"Control of business and government by the well-born gave way to a society based on the economic success of ""self-made"" men. ",The new social structure was based less on banking and more on Southern plantation life. ,New England's shipping commerce became secondary in the economy to Southern cotton farming. ,Jackson's policies stalled westward expansion of the United States.,B,다음 중 1820년에서 1844년 사이의 미국 사회의 변화를 가장 잘 설명하는 것은?,미국은 농민 사회에서 귀족 사회로 바뀌었습니다.,잘 태어난 사람들이 기업과 정부를 장악하면서 '자수성가한' 남성의 경제적 성공에 기반한 사회로 바뀌었습니다.,새로운 사회 구조는 은행업보다는 남부 농장의 생활에 기반을 두었습니다.,뉴잉글랜드의 해운업은 남부 목화 농업에 이어 경제에서 두 번째로 큰 비중을 차지하게 되었습니다.,잭슨의 정책은 미국의 서부 확장을 지연시켰습니다.
368,us_history,"In The Grapes of Wrath, John Steinbeck describes the fortunes of a family forced out of Oklahoma by the ravages of the",New Deal ,War Department ,Great Society ,Dust Bowl ,Potato famine,D,존 스타인벡은 분노의 포도에서 오클라호마에서 황폐화로 인해 쫓겨난 한 가족의 운명을 묘사합니다.,뉴딜,전쟁 부서,위대한 사회,더스트 보울,감자 기근
369,us_history,"Hawks and ""doves"" were nicknames given to those who supported and opposed which war?",Persian Gulf War ,Vietnam War ,War of 1812 ,World War I ,Spanish-American War,B,매와 '비둘기'는 어떤 전쟁을 지지하고 반대하는 사람들에게 붙여진 별명인가요?,페르시아만 전쟁,베트남 전쟁,1812년 전쟁,제1차 세계 대전,스페인-미국 전쟁
370,us_history,"The  Susan Constant, the Godspeed, and the Discoverywere","space capsules during the ""space race"" with the Soviet Union ",ships that brought the English settlers to Jamestown ,ships that sailed across the Atlantic with the Mayflower ,steamboats that first piloted up and down the Mississippi River ,covered wagons that carried the first pioneers west of St. Louis,B,"수잔 상수, 갓스피드, 그리고 발견은","소련과의 ""우주 경쟁"" 중 우주 캡슐",영국 정착민들을 제임스 타운으로 데려온 배들,메이플라워호와 함께 대서양을 항해한 배들,미시시피 강을 오르내리던 증기선을 최초로 조종한 증기선,세인트루이스 서쪽의 첫 개척자들을 실어 나른 덮개 마차
371,us_history,"Which of the following permitted ""any citizen or intended citizen to select any surveyed land up to 160 acres and to gain title to it after five years' resi dence"" if that person cultivated the land?",Agricultural Advancement Administration ,Lecompton Constitution ,Rush-Bagot Agreement ,Eighteenth Amendment ,Homestead Act,E,"다음 중 ""시민 또는 시민이 될 사람이 토지를 경작하는 경우 160에이커까지 측량된 토지를 선택하고 5년 거주 후 소유권을 취득""할 수 있도록 허용한 것은?",농업 진흥청,레콤턴 헌법,러쉬-바고트 계약,수정헌법 제18조,홈스테드 법
372,us_history,"The term ""political machine"" refers to",the use of balloting machines in elections ,the administration of William McKinley ,a well-organized political party that domi nated a city government ,the establishment of policy centers at universities ,the automation of offices in the federal bureaucracy,C,"""정치 기계""라는 용어는 다음을 의미합니다.",선거에서 투표 기계 사용,윌리엄 맥킨리 행정부,잘 조직된 정당으로 시 정부를 장악했습니다.,대학에 정책 센터 설립,연방 관료제의 사무실 자동화
373,us_history,The Twenty-Seventh Amendment to the Constitution which deals with Congressional pay raises was ratified in,1892,1865,1920,1956,1992,E,의회 급여 인상을 다루는 헌법 제 27 차 수정안이 비준되었습니다.,1892,1865,1920,1956,1992
374,us_history,Which of the following explains the central role of the Catholic Church in Spanish exploration?,King Phillip II's  Royal Orders for New Discoveries commanded the conversion of Native Americans to Catholicism. ,The Pope would not bless ships crossing the Atlantic unless they took Catholic missionaries. ,Native Americans made the establishment of mission schools a condition of peaceful relations with the Europeans. ,Spain competed with France for territory in the New World. ,The Papal Line of Demarcation gave Spain the right to establish mission schools in the Southwest.,A,다음 중 스페인 탐험에서 가톨릭 교회의 중심적인 역할을 설명하는 것은?,필립 2세의 '새로운 발견을 위한 왕실 명령'은 아메리카 원주민을 가톨릭으로 개종하도록 명령했습니다.,교황은 가톨릭 선교사를 태우지 않는 한 대서양을 건너는 배를 축복하지 않았습니다.,아메리카 원주민들은 유럽인들과의 평화로운 관계를 위해 미션스쿨 설립을 조건으로 내세웠습니다.,스페인은 프랑스와 신대륙의 영토를 놓고 경쟁했습니다.,교황청 경계선에 따라 스페인은 남서부에 미션스쿨을 설립할 수 있는 권리를 얻었습니다.
375,us_history,"In 1916, which government organization was established to supervise government-owned nature preserves and monuments?",City Beautiful movement ,Beautify America ,National Park Service ,Works Progress Administration ,National Guard,C,1916년에 정부 소유의 자연 보호 구역과 기념물을 감독하기 위해 설립된 정부 기관은 어느 것인가요?,시티 뷰티풀 무브먼트,미국을 아름답게,국립공원 관리공단,작업 진행 관리,방위군
376,us_history,A large African-American neighborhood in New York City gave its name to an artistic development of the 1920s known as the,Haight-Ashbury Era ,Battle of Brooklyn ,Harlem Renaissance ,Manhattan Project ,Bronx cheer,C,뉴욕시의 한 대규모 흑인 거주 지역은 1920년대의 예술적 발전에 그 이름을 붙였습니다.,하이트 애쉬버리 시대,브루클린 전투,할렘 르네상스,맨해튼 프로젝트,브롱크스 응원
377,us_history,"You knock over the first one, and what will happen to the last one is a certainty that it will go over very quickly. This statement by Dwight D. Eisenhower became known as the",Red Scare ,domino theory ,fallout theory ,fail-safe theory ,Dr. Strangelove theory,B,첫 번째 것을 넘어뜨리면 마지막 것은 매우 빨리 넘어갈 것이 확실합니다. 드와이트 D. 아이젠하워의 이 말은 이후,레드 스케어,도미노 이론,낙진 이론,페일 세이프 이론,닥터 스트레인지러브 이론
378,us_history,It possesses treasures . . . equal to those of any region of the continent. William Seward made this statement to describe which piece of land that he had purchased from which country?,Louisiana from France ,Florida from Spain ,California from Mexico ,Nevada from Canada ,Alaska from Russia,E,대륙의 어느 지역 못지않은 보물을 보유하고 있습니다. . 대륙의 어느 지역과도 맞먹는 보물을 보유하고 있습니다. 윌리엄 수워드가 어느 나라에서 구입한 토지를 설명하기 위해 이 진술을 한 것은?,프랑스에서 온 루이지애나,스페인에서 출발하는 플로리다,멕시코의 캘리포니아,캐나다 네바다,러시아에서 알래스카
379,us_history,Which of the following was NOT one of the four major labor strikes of 1919?,Seattle General strike ,Pullman strike ,Boston Police strike ,Pennsylvania Steel strike ,United Mine Workers strike,B,다음 중 1919년의 4대 노동 파업 중 하나가 아닌 것은?,시애틀 총파업,풀만 파업,보스턴 경찰 파업,펜실베니아 철강 파업,광산 노동자 연합 파업
380,us_history,All the following authors wrote about the history and experiences of African-American women EXCEPT:,Toni Morrison ,Alice Walker ,Maya Angelou ,Jamaica Kincaid ,Nella Larsen,D,다음 저자들은 모두 아프리카계 미국인 여성의 역사와 경험에 대해 글을 썼습니다:,토니 모리슨,앨리스 워커,마야 안젤루,자메이카 킨케이드,라센에서
381,us_history,The conference held between the U.S. government and the Plains tribes of Native Americans in 1851 resulted in which of the following?,The tribes agreed not to migrate freely throughout the Plains anymore. ,The United States banished the tribes to present-day Oklahoma. ,The United States agreed to end westward migration through Native American territory. ,The U.S. government outlawed the killing of buffalo. ,The tribes accepted an offer of full U.S. citizenship in exchange for giving up their traditional hunting culture.,A,1851년 미국 정부와 평원 아메리카 원주민 부족 간에 열린 회의의 결과는 다음 중 어느 것입니까?,부족들은 더 이상 평원을 자유롭게 이동하지 않기로 합의했습니다.,미국은 이 부족을 현재의 오클라호마로 추방했습니다.,미국은 아메리카 원주민 영토를 통한 서쪽으로의 이주를 중단하기로 합의했습니다.,미국 정부는 버팔로 도살을 불법화했습니다.,부족들은 전통적인 사냥 문화를 포기하는 대신 미국 시민권을 부여하겠다는 제안을 받아들였습니다.
382,us_history,"It has been done for the sake of political power, in order to bring two new slaveholding senators upon this floor. The senator who made the above statement was referring to the passage of the",Fugitive Slave Act ,Kansas-Nebraska Act ,Dred Scott decision ,Reconstruction Acts ,Thirteenth Amendment,B,이는 정치적 권력을 위해 노예를 소유한 두 명의 상원의원을 이 바닥에 데려오기 위해 행해진 것입니다. 위 발언을 한 상원의원은 노예제 폐지 법안인,도망자 노예법,캔자스-네브라스카 법,드레드 스콧의 결정,재건 행위,수정헌법 제13조
